region,site ID,Site name,Operator,,  Is site properly fenced and locked?,,stopped by security and identification checked,,visitor log maintained,,Is there a site emergency contact list?,, Are  signs   posted as required?,,Is security fences  intact and locks operational?,,Are there  signs of soil erosion that may weaken tower and anchor bases ?,,Is the  site  well cleaned and maintained?,,Has any  spillage taken place? ,,Is the concrete that is visible in overall good condition?(tower stubs and foundations),,Is the concrete that is visible in overall good condition? (all equipment plinths),,Is there grout  applied to the tower base?,,Are there any signs of rust or corrosion on anchor bolts?,,Are any of the nuts missing  on the HD bolts?,,Are the  RF exposure signs  mounted to the tower?,,Is tower painting  in overall good condition?,,Are there any rusted or missing members?,,Are there any missing bolts and nuts?,,Are navigation lights installed and in working order?,,Is climbing ladder installed and in good condition?,,Is safety cage installed and in good condition?,,Is  the tower level and plumb?,,Is there a visible twist in the tower?,,Is it close to the nearest inhabited building?,,Is there a lightning spike fitted to the top of tower all earth connections terminated?,,Is there  space available on ladder to accommodate additional feeder cables?,, Climbing ladder installed and in good condition?,,Is there space available to fit additional RF or MW antennas?,, Is there a shelter or brick enclosures?,,Is the shelter or brick enclosure  in  good condition?,,Have all earthing connections been terminated?,, Is there any intrusion system fitted?,,Are there traces of acid on the UPS battery and rectifier installation?,,Is the UPS batter array maintained on a regular basis?,,Are  RF cables secured properly in cable tray/ladder?,,Is the overall condition of feeder cables and waterproofing  good ?,,Are there any unused cables?,,Do you not any cables that have not been terminated?,,Is there fire alarm present?,,Is there an  intrusion alarm installed?,,Is there generator installed on site?,,Is the overall condition of the generatorand fuel tank/piping acceptable?,,Are the power cables in  good condition?,,Are the  cables properly insulated and terminated?,,Are the  appriporiate ECG meters installed on site?,,
3,CS1049,1646 YAPEI Mtn,WEST GONJA,MTN,YES,,NO,NULL,NO,NULL,NO,PB161404,NO,PB161404,YES,,NO,NULL,NO,PB161405,NO,PB161405,YES,,YES,,YES,,NO,NULL,NO,NULL,NO,PB161404,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,PB161410,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,NULL,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,
3,CS1050,1647 GONDO_TUNA Mtn,BOLE,MTN,YES,,NO,NULL,NO,NULL,NO,PB201949,NO,PB201949,YES,,NO,NULL,NO,PB201948,YES,,YES,,YES,,YES,,NO,NULL,NO,NULL,NO,PB201949,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,PB201950,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,NULL,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,PB201956,
3,CS1051,1648 PONG_TAMALE MTN,SAVELUGU NANTON,MTN,YES,,YES,,NO,NULL,NO,PB140704,NO,PB140704,YES,,NO,PB140710,YES,,NO,PB140702,YES,,YES,,YES,,NO,NULL,NO,NULL,NO,PB140704,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,PB140709,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,PB140710,NO,PB140710,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
3,CS1052,1649 LARABANGA,WEST GONJA,MTN,YES,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,
3,CS1055,1652 NANTON MTN,SAVELUGU,MTN,YES,,YES,,NO,NULL,NO,PB130570,YES,,NO,PB130570,YES,,YES,,YES,,YES,,NO,PB130570,NO,NULL,NO,NULL,YES,NULL,NO,PB130570,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,PB130573,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,NULL,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,PB130570,
3,CS1056,1653 WULUGU MTN,WALEWALE,MTN,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,NO,NULL,NO,PB140920,NO,PB140925,YES,,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,PB140923,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,NULL,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,PB140920,
3,,1654CHEREPONI,SABOBA/CHEREPONI,MTN,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,NO,, YES,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,YES,,NO,,
2,1657,1657WA_2,WA,MTN,YES,,YES,,YES,,NO,null,NO,null,NO,null,NO,,NO,null,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,NO,,NO,,YES,,YES,,NO,Audit Trip 1009.jpg,YES,,NO,,YES,Audit Trip 996.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,YES,,YES,,YES,,YES,,YES,,
2,1658,1658LESUAYRI_GA,WA,MTN,YES,,NO,null,NO,null,NO,Audit Trip 1811.jpg,NO,Audit Trip 1811.jpg,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,Audit Trip 1812.jpg,YES,,NO,,NO,,YES,,YES,,NO,Audit Trip 1816.jpg,YES,,NO,,YES,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,null,
2,UWR 1660,1660BUSA,WA,MTN,NO,null,YES,,YES,,YES,,NO,null,NO,null,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,Audit Trip 1872.jpg,YES,,NO,,NO,,YES,,YES,,NO,Audit Trip 1873.jpg,YES,,NO,,YES,Audit Trip 1881.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
2,1662,1662SAMBO,NADOWLI,MTN,YES,,YES,,NO,null,YES,,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,NO,null,YES,,NO,,NO,,NO,null,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
2,1663,1663NARO,NADOWLI,MTN,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,NO,null,YES,,NO,,YES,Audit Trip 444.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,null,NO,Audit Trip 454.jpg,NO,,
2,IZIRI,1664IZIRI,NADOWLI,MTN,YES,,NO,null,NO,null,NO,null,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,NO,,NO,,YES,,YES,,NO,null,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
2,142,1665BABILE,JIRAPA LAMBUSSIE,MTN,NO,null,NO,null,NO,null,NO,null,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,NO,null,YES,,NO,,YES,Audit Trip 594.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
2,UW-1666,1666NANDOM,JIRAPA LAMBUSSIE,MTN,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
2,UW-1667,1667HAMILE,JIRAPA LAMBUSSIE,MTN,YES,,YES,,YES,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,
2,,1668WIRRO,SISSALA,MTN,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,
2,1669,1669GWOLLU,SISSALA,MTN,YES,,YES,,YES,,NO,null,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,NO,,NO,,YES,,YES,,NO,null,YES,,NO,,YES,Audit Trip 1198.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,YES,,YES,,YES,,YES,,YES,,
2,UWR 1670,1670KALEO,NADOWLI,MTN,YES,,NO,null,NO,null,YES,,YES,,YES,,NO,,NO,Audit Trip 2063.jpg,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,NO,Audit Trip 2068.jpg,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,null,
2,1671,1671WELEBELLE,SISSALA,MTN,YES,,YES,,YES,,NO,null,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,NO,,NO,,YES,,YES,,NO,null,YES,,NO,,YES,Audit Trip 1833.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,YES,,YES,,YES,,YES,,YES,,
7,1872,1872 KWAHU TAFO MTN,Kwahu East,MTN,yes,,yes,,no,,no,SDC11860,no,,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,no,SDC11864,yes,,no,,no,,yes,,yes,,yes,,YES,,no,,YES,null,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,no,,no,null,no,,yes,,yes,,yes,,yes,,YES,,
7,1874,1874 NANKESE MTN,Akuapim South Municipal,MTN,YES,,NO,,NO,,NO,SDC11012,YES,,NO,null,NO,,NO,SDC11029,YES,SDC11024,YES,,YES,,YES,,YES,,NO,,NO,SDC11028,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,null,YES,SDC11009,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,SDC11024,YES,,YES ,,YES ,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
7,1880,1880 AFOSU,BIRIM NORTH,MTN,YES,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES ,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
4,1902,1902 Mtn Kenyasi No.2,Asutifi,MTN,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN0905.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,YES,NULL,YES,,YES,,YES,,NO,,NO,,NO,NULL,NO,NULL,YES,,NO,NULL,YES,,YES,,YES,,
4,1911,1911 Mtn Goaso_3,ASUTIFI,MTN,YES,,NO,,,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,NULL,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,DSCN1681.JPG,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,NULL,YES,NULL,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
3,1988,1988TAMALE_10,TOLON,MTN,YES,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,
3,,1994 SANERIGU MTN,TOLON,MTN,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,NO,NULL,,,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,NULL,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
3,CS1362,1995 JANGA MTN,WEST MAMPRUSI,MTN,YES,,NO,NULL,NO,NULL,NO,PB151136,NO,PB151139,YES,,NO,PB151136,YES,,YES,,YES,,NO,PB151142,YES,,NO,NULL,NO,NULL,NO,PB151139,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,NULL,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
3,CS1363,1996DABOYA,WEST GONJA,MTN,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,
3,CS1366,1999 WUNGU MTN,WEST MAMPRUSI,MTN,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,NO,PB151057,YES,,NO,PB151065,YES,,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,NULL,NO,NULL,NO,PB151058,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,NULL,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,PB151069,
3,,2000 KANVILLI,WEST DAGOMBA,MTN,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,NO,PC010047,NO,NULL,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,PC010047,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
3,,2601 GURUGU MTN,WEST DAGOMBA,MTN,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,NO,NULL,NO,PC010007,YES,,YES,,NO,PC010004,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,PC010005,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
3,,2603MPAHA,CENTRAL GONJA,MTN,YES,,NO,,NO,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,YES,,NO,,NO,,NO,,
3,CS1379,2604 DULUN MTN,TOLON KUMBUGU,MTN,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,NO,NULL,YES,,NO,PB151165,YES,,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,NULL,NO,NULL,NO,PB151160,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,NULL,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
2,UWR 2613,2613WA_3,WA ,MTN,YES,,YES,,NO,null,YES,,YES,,YES,,NO,,NO,Cs3904_ ct0004_se0008_1237.jpg,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,null,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,YES,,YES,,YES,,YES,,YES,,
2,UWR 2614,2614WA_4,WA,MTN,YES,,NO,null,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,Audit Trip 1663.jpg,NO,Audit Trip 1664.jpg,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,Audit Trip 1663.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,null,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,NO,null,YES,,YES,,YES,,YES,,YES,,
2,,2615WA_5,WA,MTN/AIRTEL/VODAFONE,YES,,NO,null,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,Audit Trip 1919.jpg,YES,,YES,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,null,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,YES,,YES,,YES,,YES,,YES,,
3,CS1406,2632 KPASEMPE MTN,WEST MAMPRUSI,MTN,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,NULL,NO,NULL,NO,NULL,YES,,YES,,NO,PB141006,NO,PB141006,NO,PB141007,
3,,2635ZANGBALI,SABOBA/CHEREPONI,MTN,YES,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,,,,,,,
2,UWR 2638,2638FUNSI,WA,MTN,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,NO,null,YES,,YES,,YES,,NO,,YES,Audit Trip 1635.jpg,YES,,YES,,YES,,YES,,YES,,NO,null,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,YES,,YES,,YES,,YES,,YES,,
2,UWR 2639,2639BUSSIE,NADOWLI,MTN,YES,,NO,null,NO,null,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,Audit Trip 622.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,null,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,null,NO,null,YES,,YES,,YES,,
2,UWR 2640,2640BULENGA,WA,MTN/AIRTEL ,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,Audit Trip 970.jpg,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,Audit Trip 965.jpg,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,null,YES,,YES,,YES,,YES,,YES,,YES,,
3,,2641 TAMALE_8 MTN,TAMALE,MTN,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,NULL,NO,PC030468,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,NULL,NO,PC030464,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
3,,2642 TAMALE_9 MTN,TOLON,MTN/AIRTEL,YES,,NO,NULL,NO,NULL,NO,PC010102,NO,PC010102,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,NO,NULL,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,PC010105,YES,,NO,NULL,NO,NULL,YES,,YES,,YES,,YES,,YES,,
8,2643,2643SEFWI_WIASO,SEFWI WIAWSO,MTN,yes,,no,null,no,null,yes,,yes,,yes,,no,,no,null,no,,yes,,yes,,no,null,no,,no,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,no,,no,,yes,,yes,,YES,,yes,,yes,,yes,,yes,,NO,null,NO,,YES,,yes,,yes,,yes,null,yes,null,YES,,YES,,yes,,no,null,yes,,yes,,no,null,
3,,2669 PUSUGA,NANUMBA,MTN,YES,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,,,YES,,NO,,NO,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,
3,2670,2670 TAMLE_ESTAT,TAMALE,MTN,YES,,NO,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,NO,,YES,,YES,,,,,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,
3,2671,2671 TAMLE_GANAS,TAMALE,MTN,yes,,no,,no,,yes,,yes,,yes,,no,,yes,,yes,,yes,,yes,,yes,,no,,no,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,,,,,yes,,yes,,no,,yes,,no,,no,,yes,,yes,,yes,,yes,,yes,,
8,2722,2722TAKORADI_5,SHAMA AHANTA EAST,MTN,yes,,no,null,no,null,no,null,no,null,yes,,no,,yes,,no,,yes,,yes,,yes,,no,,no,,yes,,no,null,no,,no,,no,cs1213_null_null_1352040340085,no,null,no,null,no,null,no,,yes,null,yes,,no,null,no,null,no,null,yes,,yes,,yes,,no,null,NO,,YES,,yes,,yes,,no,,no,,NO,null,NO,null,yes,,yes,,yes,,yes,,yes,,
8,2724,2724TAKORADI_7,SHAMA AHANTA EAST,MTN,yes,,no,null,no,null,yes,,yes,,yes,,no,,no,null,no,,yes,,yes,,no,null,no,,no,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,no,,yes,null,yes,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,NO,,YES,,yes,,yes,,no,,no,,NO,null,NO,null,yes,,yes,,yes,,yes,,yes,,
8,2726,2726TARKWA_5,WASSA WEST,MTN,yes,,no,null,no,null,yes,,yes,,yes,,no,,yes,,yes,cs1491_null_null_1351701032994,yes,,yes,,no,null,no,,no,,yes,,yes,,no,,no,,yes,,yes,,yes,,no,null,no,,yes,cs1491_null_null_1351700551150,yes,,no,null,yes,,no,null,no,null,no,null,yes,,no,null,NO,,YES,,yes,,yes,,yes,null,yes,,YES,,YES,,yes,,yes,,yes,,yes,,yes,,
8,2729,2729SEKONDI_7,SHAMA AHANTA EAST,MTN,yes,,no,null,no,null,yes,,yes,,yes,,no,,yes,,no,,yes,,yes,,no,null,no,,no,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,no,,yes,null,yes,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,NO,,YES,,yes,,yes,,no,,no,,NO,null,NO,null,yes,,yes,,yes,,yes,,yes,,
8,2730,2730WES_TANOKRO,SHAMA AHANTA EAST,MTN,yes,,no,null,no,null,no,null,no,null,yes,,no,,no,null,no,,yes,,yes,,no,null,no,,no,,yes,,yes,,no,,no,,yes,,yes,,no,null,yes,,no,,yes,cs1497_null_null_1351526817735,yes,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,NO,,YES,,yes,,yes,,no,,no,,NO,null,NO,null,yes,,yes,,yes,,yes,,yes,,
8,2731,2731NEW_TAKRADI,SHAMA AHANTA EAST,MTN,yes,,no,null,no,null,yes,,yes,,yes,,no,,no,cs1498_null_null_1351427776229,no,,no,null,yes,,no,null,no,,no,,yes,,yes,,no,,no,,yes,,yes,,yes,,yes,,no,,yes,cs1498_null_null_1351428226258,yes,,yes,,yes,,yes,,yes,,yes,,yes,,YES,,NO,,YES,,yes,,yes,,no,,no,,NO,null,NO,null,yes,,yes,,yes,,yes,,yes,,
8,,2731NEW_TAKRADI AIRTEL,SHAMA AHANTA EAST,AIRTEL/TIGO ,YES,,NO,null,NO,null,NO,cs1499_null_null_1351692436726,NO,null,YES,,NO,,YES,,NO,,YES,,YES,,NO,null,NO,,NO,,YES,,YES,,NO,,NO,,NO,cs1499_null_null_1351693081717,YES,,YES,,YES,,YES,,NO,,YES,,NO,null,YES,,YES,,YES,,YES,,YES,,NO,null,NO,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,
8,2733,2733SEFI_DWNASE,SEFWI WIAWSO,MTN,yes,,no,null,no,null,yes,,yes,,yes,,no,,no,cs1500_ct0001_se0012_1350486888558,no,,yes,,yes,,no,null,no,,no,,yes,,no,null,no,,no,,yes,,yes,,yes,,yes,,no,,yes,cs1500_ct0006_se0081_1350487274904,yes,,yes,,YES,,yes,,yes,,yes,,yes,,NO,null,NO,,YES,,yes,,yes,,no,,no,,YES,,YES,,yes,,yes,,yes,,yes,,yes,,
